cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_no_exterior,pais,data_inicio_atividade,cnae_principal,cnae_secundario,logradouro_tipo,logradouro_nome,logradouro_numero,logradouro_complemento,logradouro_bairro,logradouro_cep,logradouro_uf,logradouro_cod_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email,situacao_especial,data_situacao_especial
47526560,0001,48,1,GAS PEX,02,20220811,00,,,20220811,4322301,"4744003,4399103",RUA,DESEMBARGADOR JUAREZ MATTOS BARRETO BEZERRA DE MEN,291,,CIDADE KEMEL,08130450,SP,7107,11,47196481,,,,,CONTATOGASPEX@GMAIL.COM,,
26048709,0001,50,1,,08,20170626,01,,,20160829,4399103,"4330405,4330404,4399199,4330403,4322301,4321500",AVENIDA,LEITAO DA CUNHA,761,CASA 02,PARQUE REGINA,05775200,SP,7107,11,58165508,,,,,IZABELLAEDERIVALDO@GMAIL.COM,,
69215192,0001,50,1,,08,20081231,71,,,19921214,5611203,,RUA,IGUATEMI,213,,ITAIM BIBI,01451011,SP,7107,,,,,,,,,
72278880,0002,54,2,COROZITA,02,20031004,00,,,19781206,3299005,,AVENIDA,PRESTES MAIA,241,13 AND CONJ 1324,CENTRO,01031902,SP,7107,,,,,,,,,
49736317,0001,80,1,,08,20081231,71,,,19780111,5590603,,RUA,SABARA,473,,HIGIENOPOLIS,01239011,SP,7107,,,,,,,,,
55183941,0001,08,1,PALOMA AUTO POSTO,02,20030405,00,,,19851119,4731800,4732600,PRACA,JOSE MANOEL DA FONSECA,2,,VL MARIA ALTA,02121030,SP,7107,,,,,,,,,
57976870,0001,18,1,,08,19910219,01,,,19870921,5611201,,ALAMEDA,TIETE,312,2 ANDAR SALA 21,CERQUEIRA CESAR,01417020,SP,7107,,,,,,,,,
43344019,0001,68,1,,08,20081231,71,,,19720525,4722901,,RUA,CASTRO ALVES,119,,ACLIMACAO,01532001,SP,7107,,,,,,,,,
58459397,0001,64,1,,08,20140526,01,,,19871229,4743100,4789099,RUA,JOAO TEODORO,674,,LUZ,01105000,SP,7107,11,32844191,11,38263362,,,raposa@raposamolduras.com.br,,
42703084,0001,70,1,JFCELL,02,20210713,00,,,20210713,9512600,"6190699,5620101,8299707,5611201,5229099,5611203,3329501",AVENIDA,AGENOR COUTO DE MAGALHAES,330,COND,JARDIM REGINA,05174000,SP,7107,11,39036207,,,,,JFRFILHO-123@HOTMAIL.COM,,
38323353,0001,03,1,PAULO MONTENEGRO,02,20200902,00,,,20200902,5812301,"5819100,5811500,5812302,5813100",RUA,DOUTOR SENG,100,APT 13,BELA VISTA,01331020,SP,7107,13,32223495,,,,,INBOX.MONTENEGRO@GMAIL.COM,,
44214941,0001,01,1,ATELIE DAIANY OLIVEIRA,08,20220703,01,,,20211111,3299099,,AVENIDA,BASSANO DEL GRAPPA,27,CASA;CASA,JARDIM VILA CARRAO,08340420,SP,7107,11,27542511,,,,,SOUSA.DAIANY@HOTMAIL.COM,,
46681591,0001,00,1,SUCESSSO EM VARIEDADES,02,20220606,00,,,20220606,4781400,,RUA,CAMOMIL,89,,CANINDE,03032010,SP,7107,11,21212112,,,,,PRAMLDIGITAL@GMAIL.COM,,
34549718,0001,53,1,PADARIA BORA LA,02,20190815,00,,,20190815,1091101,,RUA,ESTUDANTES DA CHINA,65,,ITAIM PAULISTA,08131220,SP,7107,11,25684522,,,,,CLICKELTON@HOTMAIL.COM,,
22619679,0001,34,1,,04,20210312,63,,,20150610,8230001,,RUA,PROFESSOR DARIO RIBEIRO,1501,,VILA PRADO,02559000,SP,7107,11,43371773,,,,,,,
26142254,0001,38,1,,08,20211221,01,,,20160908,6821801,"8219999,8211300",AVENIDA,CAMILO CASTELO BRANCO,178,,VILA GUMERCINDO,04130020,SP,7107,11,36443688,,,,,RENATAPORTO@MAXFINANCAS.COM.BR,,
28347780,0001,60,1,PAULYCAR OFICINA MECANICA,02,20170804,00,,,20170804,4520001,4520007,RUA,CONEGO ANTONIO LESSA,129,,PARQUE DA MOOCA,03122060,SP,7107,11,26012171,,,,,MARTINSPAIVA1976@GMAIL.COM,,
04527485,0001,27,1,,08,20040701,01,,,20010326,7319099,"7319001,7319002,7319003,7319004",RUA,SANTA JUSTINA,660,SALA 04,VILA OLIMPIA,04545042,SP,7107,,,,,,,,,
19658164,0001,39,1,TUTTI PAES E MERCEARIA,08,20170717,01,,,20140205,4729699,"4729601,4755502,4789001,4721103,4721102,4789099,4713002,4723700,4789004,4789005,4772500",AVENIDA,CAITITU,77B,,CIDADE ANTONIO ESTEVAO DE CARVALHO,08223000,SP,7107,11,59550916,,,,,icarosantiago@ig.com.br,,
35826977,0001,47,1,PET SHOP JUQUINHA,02,20191219,00,,,20191219,9609208,,RUA,AUGUSTO DE MENDONCA,345,,VILA DALILA,03521010,SP,7107,11,43237942,,,,,PETSHOPJUQUINHA@GMAIL.COM,,
07124390,0001,50,1,MEGGA CONSULTORIA,08,20200803,01,,,20041130,8219999,8230001,RUA,PADRE MACHADO,455,CJ 74,BOSQUE DA SAUDE,04127000,SP,7107,,,,,,,,,
52434412,0001,33,1,,02,20031018,00,,,19830407,4120400,4299501,AVENIDA,JULES RIMET,195,LOTE  20                  QUADRA81,JARDIM LEONOR,05653050,SP,7107,11,37218400,,,,,PLANTANOVA@PLANTANOVA.COM.BR,,
00240950,0001,93,1,,08,20150209,73,,,19941010,4520001,"4520002,4520003,4520004",RUA,VERGUEIRO,1607,,VILA MARIANA,04101000,SP,7107,,,,,,,,,
24369115,0001,16,1,,08,20160318,01,,,20160312,8230001,7319002,RUA,MANUEL DE MATTOS GODINHO,412,,JARDIM MATARAZZO,03814020,SP,7107,11,0,,,,,,,
67918680,0001,06,1,INEMBAL,08,19980408,01,,,19920512,2229301,,RUA,DOS PESCADORES,157,,CAMBUCI,01522030,SP,7107,,,,,,,,,
21896007,0001,03,1,,04,20220209,63,,,20150219,4742300,"4530703,4729699,4744003,4789007,4751201,4761003,4759899,4789099",RUA,GUARARAPES,174,,LAPA,05077050,SP,7107,11,25034602,,,,,SAFIRA.BRASIL@YAHOO.COM.BR,,
60226917,0001,30,1,,08,20081231,71,,,19890328,7911200,"7912100,7990200",RUA,DR CANDIDO ESPINHEIRA,143,,PERDIZES,05004000,SP,7107,,,,,,,,,
06276098,0001,90,1,,04,20190227,63,,,20040510,5913800,,RUA,CAPOTE VALENTE,1436,SALA 01,PINHEIROS,05409003,SP,7107,,,,,,,,,
47470076,0001,44,1,,08,20221231,01,,,20220808,9492800,,RUA,RUA BARAO DE SANTA EULALIA,350,APTO 11   SIENA,REAL PARQUE,5685090,SP,7107,0,0,,,0,0,escritoriofwf@gmail.com,,
58722729,0001,51,1,,02,20010922,00,,,19880311,8299799,"6399200,8230001,7319099,7312200,5911199",RUA,HARMONIA,539,"APT. 144, BLOCO A",SUMAREZINHO,05435000,SP,7107,11,69420851,11,61915636,,,sampaio@plugnet.com.br,,
38889721,0001,77,1,,08,19940728,03,,,19900906,8888888,,RUA,ANADIA,7,,ACLIMACAO,04108100,SP,7107,,,,,,,,,
32937126,0001,83,1,PAULO PIQUET SKATE,08,20200229,01,,,20190303,4763602,,AVENIDA,DOUTOR FRANCISCO MESQUITA,1147,CONJ Apartamento 13 A,QUINTA DA PAINEIRA,03153002,SP,7107,11,55943818,,,,,piquetsk8@hotmail.com,,
08561092,0001,90,1,B&M INNOVA,02,20190411,00,,,20061005,7020400,"6202300,6204000",AVENIDA,BRIG FARIA LIMA,1461,ANDAR 4                   CONJ  41                  CXPST 113 T SUL,JARDIM PAULISTANO,01452921,SP,7107,11,48563192,,,,,NELSIO.BOMBONATTI@STARTUPCONT.COM,,
35847099,0001,46,1,FC PINTURAS PREDIAL,02,20191225,00,,,20191225,4330404,"4322301,4330403,4399199,4399103,4330405,1622699",RUA,SANTO AMERICO,7,,JARDIM COLOMBO,05629020,SP,7107,11,52249249,,,,,FCPINTURASPREDIAL@HOTMAIL.COM,,
05800307,0001,90,1,,08,20191009,01,,,20030716,4744001,,RUA,PEDRO FERNANDES ARAGAO,396,,JARDIM SELMA,04431160,SP,7107,,,,,,,,,
27630436,0001,10,1,,02,20170502,00,,,20170502,1412601,"4781400,1412602",RUA,ALBERTO MIOLE,26,,JARDIM SAPOPEMBA,03976080,SP,7107,11,88660469,,,,,ETONANI2010@HOTMAIL.COM,,
02264728,0001,56,1,,02,20051103,00,,,19970828,6810201,"6822600,8111700",RUA,TEODORO BAIMA,100,10 - CJ 101/102,REPUBLICA,01220040,SP,7107,,,,,,,,,
08976660,0001,14,1,JM PISCINAS,02,20070601,00,,,20070601,4744003,"3329501,4742300,4744001",RUA,BOLERO DE RAVEL,18,,SITIO MORRO GRANDE,02808080,SP,7107,11,34856300,,,11,39927052,cccenter@uol.com.br,,
14178055,0001,09,1,,02,20110824,00,,,20110824,4399103,,RUA,LOPES DE MEDEIROS,306,,JARDIM NOSSA SENHORA DO CARMO,08275430,SP,7107,11,94543212,,,,,,,
15544896,0001,47,1,,08,20190617,01,,,20120409,8650003,8690999,RUA,FRANCESCO LANDINO,295,SALA  01,JARDIM CIDADE PIRITUBA,02942040,SP,7107,11,39725111,,,,,expansao.contabil@uo.com.br,,
59710756,0001,77,1,,04,20181004,63,,,19881121,4120400,4299501,AVENIDA,GUSTAVO ADOLFO,2959,,VILA SABRINA,02209001,SP,7107,,,,,,,,,
12557259,0001,17,1,,04,20181016,63,,,20100909,6619399,6463800,RUA,JOAO MOURA,163,,PINHEIROS,05412000,SP,7107,11,32946364,,,,,tiago@onixaffitity.com.br,,
27236852,0001,39,1,EU Q COLO,08,20210823,01,,,20170306,4329101,1813099,RUA,SARGENTO OLICIO ALVES,68,,VILA CAMPO GRANDE,04455180,SP,7107,11,56143320,,,,,THIAGOFOSCAO@GMAIL.COM,,
49833098,0001,57,1,,08,20090819,01,,,19780530,6920601,8299799,RUA,FERNANDES PINHEIRO,326,,TATUAPE,03308060,SP,7107,,,,,,,,,
19019126,0001,36,1,,04,20210226,63,,,20131007,4530703,4520001,RUA,NUNO GONCALVES,618,      FRENTE,PARQUE REGINA,05772050,SP,7107,11,55117078,,,,,extratus.cont@globo.com,,
45363731,0001,30,1,BRUNO TRANSPORTE LTDA,02,20220218,00,,,20220218,4930204,,RUA,IBARRA,42,,VILA FRIBURGO,04781070,SP,7107,11,74507001,,,,,BRUNOSCAPELLI27@GMAIL.COM,,
20080532,0001,93,1,,02,20140414,00,,,20140414,8211300,,AVENIDA,DIREITOS HUMANOS,1201,APT: 74; : TORRE 4;,IMIRIM,02475000,SP,7107,11,24682088,11,23828575,11,24682086,MSCONTAB@MSCONTAB.COM.BR,,
08516710,0001,80,1,GESSO HYPERION,02,20061109,00,,,20061109,2330399,"4330403,4744004,4744099,4930201,4930202",AVENIDA,PROF LUIZ IGNACIO ANHAIA MELLO,8234,,VILA DIVINA PASTORA,03294200,SP,7107,11,43671131,,,11,43671131,sercon_consultoria@yahoo.com.br,,
04942806,0001,50,1,,08,20201211,01,,,20020213,5611201,,RUA,DOUTOR VIRGILIO DE CARVALHO PINTO,263,,PINHEIROS,05415060,SP,7107,011,30649102,,,,,,,
42613538,0001,11,1,ART CLEAN,02,20210706,00,,,20210706,9609299,,RUA,MARFISA,436,,CHACARA MAFALDA,03372040,SP,7107,11,27216162,,,,,VITOR.P.AUGUSTO@OUTLOOK.COM,,
33529370,0001,70,1,Universo da Miih,02,20190505,00,,,20190505,9602501,,RUA,JOSE CARLOS HEFFNER,434,,PARQUE GRAJAU,04842270,SP,7107,11,59710725,,,,,michelle.luz17@gmail.com,,
48555303,0001,05,1,MARCUS CARVALHO,02,20221108,00,,,20221108,9511800,9512600,RUA,ANTONIO RAMOS ROSA,147,APT 102;BLOCO 6,PARQUE SANTO ANTONIO,05822010,SP,7107,11,55231016,,,,,FNXMARCUS@HOTMAIL.COM,,
67576009,0001,16,1,MARIA DE LOS ANGELES TORRENTE ANCA,08,20171113,01,,,19920213,4755502,,AVENIDA,ULTRAMARINO,93,,LAUZANE PAULISTA,02441000,SP,7107,,,,,,,,,
40215308,0001,79,1,,02,20201229,00,,,20201229,4929901,"5212500,4929902,4520001",RUA,SOLAR,449,APT 22;BLOCO B,JARDIM ANTARTICA,02652160,SP,7107,11,27773986,,,,,JOSEMARFEITOSA@BOL.COM.BR,,
37770772,0001,12,1,PIRES ENTREGAS E TRANSPORTE DE PESSOAS,02,20200717,00,,,20200717,5320201,5611203,RUA,JOSE TEODORO DE LIMA,72,CONJ,JARDIM VERGUEIRO,05818310,SP,7107,11,40303715,,,,,VICEPIRES@HOTMAIL.COM,,
51214674,0001,20,1,,02,20220624,00,,,19790411,4120400,"6810201,4110700",AVENIDA,AGUA FUNDA,633,,VILA GUARANI,04316020,SP,7107,11,22673056,,,,,ATUANTEASSESSORIA@UOL.COM.BR,,
26100857,0001,77,1,COMERCIAL LIMA,08,20220106,01,,,20160905,4712100,,RUA,CURUCA,135,,VILA MARIA BAIXA,02120000,SP,7107,11,34555711,,,,,,,
23888352,0001,20,1,,04,20210312,63,,,20151228,5612100,5611203,AVENIDA,GENERAL ATALIBA LEONEL,74,,SANTANA,02033000,SP,7107,11,22215155,,,,,,,
00413763,0001,64,1,,02,20220128,00,,,19950126,4789099,"4530703,4713002,4713004,4744001,4761003,4763601,4763602,4783101,4783102,8211300",RUA,ALFONSO DE ALBUQUERQUE,342,CONJ  01,JARDIM DAS IMBUIAS,04829290,SP,7107,11,59259900,11,26391029,11,26391029,JUAREZDEUS@IBEST.COM.BR,,
28945978,0001,45,1,BONALDIS TECNOLOGIA,02,20171027,00,,,20171027,6209100,"6201501,9511800",RUA,JOSE EID MALUF,387,APT   34                  BLOCO 23                  CONJ  JD CUPECE,AMERICANOPOLIS,04405140,SP,7107,11,52229031,,,,,GUSTAVOBONALDI10@HOTMAIL.COM,,
16603478,0001,46,1,"PROSPERA EVENTOS, EDUACAO E CULTURA",04,20190301,63,,,20120712,8230001,"8599699,9001901,9001902,9001903,9001904",AVENIDA,ANGELICA,688,CONJ: 307;,SANTA CECILIA,01228000,SP,7107,11,36610632,,,11,36117792,MARCYA@CARTORIOBRASIL.NET,,
62772595,0001,50,1,,02,20220112,00,,,19700611,2592601,,RUA,FRANCISCO MACHADO DE CAMPOS,220,,CHACARA CALIFORNIA,03406040,SP,7107,11,20959888,,,,,AMI@AMIMETALURGICA.COM.BR,,
28843060,0001,95,1,,02,20171011,00,,,20171011,4722901,4721103,RUA,CARLO COCCIA,5,,FAZENDA DA JUTA,03977670,SP,7107,11,20184425,,,,,rosacunha36@uol.com.br,,
52710639,0001,64,1,,02,20050430,00,,,19830707,5611203,,RUA,DA ANA NERI,401,,MOOCA,03106010,SP,7107,,,,,,,,,
26835764,0001,90,1,PE DE MENINAS SAPATOS,04,20210312,63,,,20170110,4782201,4781400,RUA,ADRIANO GONCALVES,29,,JARDIM NOVE DE JULHO,03947050,SP,7107,11,20151181,,,,,nininha_carvalho@hotmail.com,,
44386589,0001,83,1,,08,19900416,02,,,19711018,0210101,,RUA,OSCAR FREIRE,1351,,PINHEIROS,05409010,SP,7107,,,,,,,,,
49365945,0001,04,1,URAMOS COMERCIO E SERVICOS,02,20230127,00,,,20230127,9511800,"4751201,4763602,8599603,8219999",RUA,ANTONIO CAVAZZAM - DE 507/508 AO FIM,748,,PARQUE PERUCHE,02534001,SP,7107,11,82130902,,,,,UBIRATAN.PERITO@OUTLOOK.COM,,
00151521,0001,40,1,PAULINO PRESENTES,08,19960701,01,,,19940803,4774100,,RUA,TABATINGUERA,75,CONJ 3,CENTRO,01020001,SP,7107,,,,,,,,,
10655972,0001,78,1,,02,20090206,00,,,20090206,1821100,1813001,RUA,DARNILO MARTINS PEREIRA,55,APT   51                  BLOCO B,VILA ORATORIO,03189060,SP,7107,11,31053552,11,31062112,11,31053552,pauloeduardo@rzdax.com.br,,
62611884,0001,78,1,,08,20150209,73,,,19900411,2542000,,RUA,FERREIRA PEIXOTO,259,,JARDIM HERCILIA,03557060,SP,7107,,,,,,,,,
12156706,0001,26,1,,02,20211028,00,,,20100427,5611203,,RUA,WISARD,602,,VILA MADALENA,05434000,SP,7107,11,37982085,,,11,37982085,rcardososouza@hotmail.com,,
39367489,0001,70,1,CAMILA RIBEIRO,08,20210920,01,,,20201008,8219999,,AVENIDA,RANGEL PESTANA,1119,APT 513,BRAS,03001000,SP,7107,62,84627134,,,,,CAMILA.CRA@GMAIL.COM,,
02294724,0001,10,1,,04,20210226,63,,,19971222,4755502,,RUA,DR. CESARIO MOTA JR.,257,,VL. BUARQUE,01221020,SP,7107,,,,,,,,,
62695960,0001,70,1,,02,20051103,00,,,19700302,4120400,4399199,RUA,JULIO REBOLLO PEREZ,500,,JARDIM PERI PERI,05538010,SP,7107,11,30383800,,,11,38169889,MOBEL@MOBELMAODEOBRA.COM.BR,,
20848837,0001,00,1,PCI SOFT,02,20140815,00,,,20140815,6209100,"6203100,6202300",AVENIDA,FAGUNDES FILHO,191,CONJ  64,VILA MONTE ALEGRE,04304010,SP,7107,11,22211121,,,,,LEGALIZACAO2@CPAONLINE.COM.BR,,
24539912,0001,02,1,HELP NAILS ESMALTERIA,04,20210312,63,,,20160406,9602501,,RUA,CLEMENTE PEREIRA,549,LOJA A,IPIRANGA,04216060,SP,7107,11,89787624,,,,,renatatome@ig.com.br,,
25401861,0001,02,1,,02,20160808,00,,,20160808,4520002,,RUA,DOS IGARAPES,1051,,JARDIM DOS IPES,08161380,SP,7107,11,25113065,,,,,,,
38288253,0001,85,1,LUCIANA ACCORINTE,08,20221206,01,,,20200831,8211300,8219999,RUA,ANTONIO DE BARROS,2775,,VILA CARRAO,03401001,SP,7107,41,96869828,,,,,MEUCNPJ@CONTABILIZEI.COM.BR,,
00927024,0001,90,1,,08,19970630,01,,,19951117,4761001,,AVENIDA,AGUA FRIA,537,,AGUA FRIA,02333000,SP,7107,,,,,,,,,
23595654,0001,00,1,GOLD JALECOS,02,20220210,00,,,20151104,4781400,"7719599,4773300",RUA,CACHOEIRA DE MINAS,796,,JARDIM SANTA ADELIA,03973050,SP,7107,11,20120160,,,,,FABIANAGUILLERPINHEIRO@GMAIL.COM,,
30178045,0001,11,1,JAQUE MODA'S,08,20180416,01,,,20180412,4781400,,RUA,DOS TAXISTAS,18,,JARDIM NORONHA,04853184,SP,7107,11,55286634,,,,,jaqueline-vi@hotmail.com,,
04201234,0001,58,1,BG SOLUCAO DE CONTEUDO,08,20201230,01,,,20001215,5911199,"5811500,5912099",AVENIDA,REBOUCAS,1354,APT   131,JARDIM AMERICA,05402100,SP,7107,11,38194122,,,,,,,
62723341,0001,42,1,,08,20081231,71,,,19900411,4632001,,RUA,PROF MARCONDES DOMINGUE,31,,PARADA INGLESA,02245010,SP,7107,,,,,,,,,
30284729,0001,06,1,M TABET,02,20180424,00,,,20180424,7020400,"4616800,8219999",RUA,ALVES GUIMARAES,462,ANDAR 11                  SALA  111,PINHEIROS,05410000,SP,7107,11,30688032,11,30832566,11,30832566,CARDOSOCONTAB@GMAIL.COM,,
13884125,0001,73,1,,08,20150119,01,,,20110615,4110700,,RUA,GUAPIACU,312,SALA  15,VILA CLEMENTINO,04024020,SP,7107,11,31336700,11,31336701,11,31336756,sidney@cbandeirantes.com.br,,
03381047,0001,30,1,,02,20000527,00,,,19990827,8630503,,RUA,BOTUCATU,572,CONJUNTO 51,VILA CLEMENTINO,04023061,SP,7107,011,5722911,,,011,5722510,,,
32654906,0001,16,1,,02,20190204,00,,,20190204,5611201,"5620102,7490199",RUA,JOSE JANNARELLI,426,,VILA PROGREDIOR,05615000,SP,7107,15,32192323,,,,,LEGALIZACAO@DGA.COM.BR,,
04564673,0001,25,1,,02,20010711,00,,,20010711,6920601,,RUA,TABAPUA,41,CONJ  81,JARDIM PAULISTA,04533010,SP,7107,11,41523873,,,11,55494375,CRISTIANE@BRWCONSULTORIA.COM.BR,,
30836622,0001,15,1,CORIOLANO DIAS DA COSTA FILHO,08,20190729,01,,,20180703,6190699,,RUA,FREIRE DA SILVA,434,,CAMBUCI,01523020,SP,7107,11,27413046,,,,,lano8k@gmail.com,,
68127570,0001,80,1,,08,20050627,01,,,19920625,4761003,,RUA,COMARIM,09,,VILA SUICA,08051010,SP,7107,,,,,,,,,
14515881,0002,79,2,,08,20230213,01,,,20210630,3292202,,RUA,SERRA DE JAIRE,416,,QUARTA PARADA,03175010,SP,7107,11,32664121,,,,,LM@BOL.COM.BR,,
02372780,0002,07,2,,08,20171002,01,,,20001019,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",RUA,PASCAL,791,,CAMPO BELO,04616002,SP,7107,,,,,,,,,
00286403,0001,49,1,,08,20081231,71,,,19941107,1412601,1412603,AVENIDA,PAVAO,977,,INDIANOPOLIS,04516012,SP,7107,,,,,,,,,
49549946,0001,09,1,GUUBAL,02,20230210,00,,,20230210,6190699,,RUA,CAVALO MARINHO,874,CASA 3,JARDIM ADELFIORE,05223050,SP,7107,11,40898260,,,,,GBALIEIROF@GMAIL.COM,,
34918621,0001,70,1,IKI moreira,08,20200328,01,,,20190918,9602501,,RUA,LUISA ROLDAN,46,,JARDIM DAS IMBUIAS,04829430,SP,7107,11,55281550,,,,,Likakarol1@hotmail.com,,
52638582,0001,30,1,,08,19900402,01,,,19830705,8888888,,RUA,DA VERIDIANA,484,APTO 14 BL A,HIGIANOPOLES,08210040,SP,7107,,,,,,,,,
31246646,0001,87,1,TRIVITY EMPREENDIMENTOS IMOBILIARIOS,08,20211014,01,,,20180816,4110700,,RUA,JULIO PARIGOT,236,,VILA ANTONIETA,03478007,SP,7107,11,47419003,,,,,CONSTRUTORATRIVITY@HOTIMAIL.COM,,
20291468,0001,90,1,CASTY,02,20140520,00,,,20140520,4511102,"4511101,4512901,4512902,4520001,4520002,4530701,4530703,6463800,6619302,6622300,7711000,8299799",RUA,CELSO DE AZEVEDO MARQUES,248,FUNDOSFUNDOS,PARQUE DA MOOCA,03122010,SP,7107,11,29362220,,,11,28678800,FERNANDA@CASTYMOTORS.COM.BR,,
55074793,0001,85,1,,08,20081231,71,,,19851015,9529102,,RUA,BAR DE JAGUARA,1021,,CAMBUCI,01520010,SP,7107,,,,,,,,,
39267267,0001,85,1,,02,20201001,00,,,20201001,8219999,"4729601,4757100,4761003,7490104,8230001",RUA,MANUEL FRANCISCO DE AVILA,52,CONJ  B1,PARQUE SAO JORGE,03087050,SP,7107,11,99999999,,,,,FIVECOMERCIAL@GMAIL.COM,,
01371926,0001,56,1,,04,20201103,63,,,19960807,4785799,"7729202,4754701",AVENIDA,SAPOPEMBA,14460,,JD ADUTORA,03989000,SP,7107,11,26062278,,,,,,,
52749199,0001,59,1,,08,19900108,01,,,19830726,8888888,,RUA,MARAVILHAS,01,,PQ EDU CHAVES,08030780,SP,7107,,,,,,,,,
53872628,0005,77,2,,04,20190108,63,,,19970408,7490101,,RODOVIA,RAPOSO TAVARES,S/N,KM 20.5 GALPAO 2,CHACARA EVEREST,05576200,SP,7107,,,,,,,,,
27687340,0001,99,1,,02,20170509,00,,,20170509,8630503,8610102,AVENIDA,NOVE DE JULHO,4752,APT   01,JARDIM PAULISTA,01406200,SP,7107,11,84716399,,,,,CONTATO@SEJAMEDEASY.COM.BR,,
46282679,0001,50,1,ARZA,04,20181023,63,,,19741211,3299099,2539001,RUA,REI ALBERTO DA BELGICA,272,,VILA GUARANI,03381000,SP,7107,,,,,,,,,
19516611,0001,15,1,SANDRA,08,20170918,01,,,20140114,9602501,,RUA,BAMBORE,249,,IPIRANGA,04278060,SP,7107,11,50631543,,,,,sanenick@hotmail.com,,
48763411,0002,46,2,J G W 9 INTERNATIONAL TRADING,08,20150209,73,,,20030613,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",AVENIDA,BRIGADEIRO FARIA LIMA,628,6 ANDAR,CJ 63,05426200,SP,7107,,,,,,,,,
11135485,0001,47,1,TOU TOU,08,20140415,01,,,20090914,4781400,,AVENIDA,DIOGENES RIBEIRO DE LIMA,2000,BLOCO 18;APT 15,ALTO DE PINHEIROS,05458001,SP,7107,11,25333484,,,,,TACARDOSO@YAHOO.COM,,
30598958,0001,97,1,STEFANY CAROLINA MANICURE - ME,04,20210324,63,,,20180601,9602501,,AVENIDA,JOAO BARRETO DE MENEZES,726,,VILA SANTA CATARINA,04370006,SP,7107,11,50310462,,,,,stefanycarolina_cgs@hotmail.com,,
27870266,0001,41,1,CAMARINHA TRANSPORTES,08,20180410,01,,,20170601,4930201,,RUA,BACOPA,9,,VILA CURUCA,08031490,SP,7107,11,35715454,,,,,betocamarinha@gmail.com,,
67395368,0001,77,1,,08,20040526,01,,,19911218,5611203,,RUA,VOLTA GRANDE,15,,VL CARRAO,03436090,SP,7107,,,,,,,,,
43664289,0001,56,1,,02,20210927,00,,,20210927,8299799,,RUA,SERRA DE BRAGANCA,726,SLJ   1,VILA GOMES CARDIM,03318000,SP,7107,11,39387055,,,,,ALLIANCECONTABIL@TERRA.COM.BR,,
08791605,0001,50,1,,08,20220322,01,,,20070411,4614100,"4618499,7112000",RUA,FABIA,1050,APT   109,VILA ROMANA,05051030,SP,7107,11,36706300,,,,,,,
40925438,0001,03,1,ASSESPRO - ASSESSORIA PROFISSIONAL,02,20210220,00,,,20210220,8599699,5811500,RUA,ANGELO ALOISIO,122,APT 71,GUAPIRA,02276100,SP,7107,11,22413263,,,,,ELINICOLETTI@GMAIL.COM,,
14656666,0001,07,1,,08,20180201,67,,,20111122,4399103,"4322301,4330404,4330405",RUA,SIMAO RAGUSA,150,CASA,JARDIM MAGGI,02982140,SP,7107,11,39793270,,,,,,,
01590481,0001,03,1,,02,20051103,00,,,19961206,5620103,"4321500,4742300",AVENIDA,FUAD LUTFALLA,1083,2 PAV REFEIT,VILA MIRIAN,02968000,SP,7107,,,,,,,,,
22881732,0001,70,1,VELOSO PRODUCOES MUSICAIS,04,20181004,63,,,20150720,9001902,,RUA,LUCRECIA MACIEL,157,,VILA GUARANI (Z SUL),04314130,SP,7107,11,44722885,,,,,ARI.LEITE48@GMAIL.COM,,
23450605,0001,80,1,LUCIA ROCHA DE MELO,04,20210312,63,,,20151009,9700500,,RUA,AGOSTINIANA CHANTAL,15,,JARDIM NOVA CONQUISTA,08346530,SP,7107,11,27537030,,,,,ricardobsantos7@gmail.com,,
67529370,0001,91,1,,08,19931201,01,,,19920228,2330301,,RUA,ARMANDO RODRIGUES,81,,VILA MARIA,02166070,SP,7107,,,,,,,,,
36928603,0001,03,1,,02,20200414,00,,,20200414,4930201,,RUA,NELSON LINS E BARROS,249,,JARDIM VERGUEIRO (SACOMA),04176150,SP,7107,11,38811950,,,,,NUNES.CRIS2007@GMAIL.COM,,
40628452,0001,37,1,,08,20210304,01,,,20210129,9602501,,RUA,ORLANDO PECCICACCO,101,,VILA PERUS,05206010,SP,7107,27,32235534,,,,,CONTATO@DATAVIXCONTABIL.COM.BR,,
34634655,0001,33,1,CHRONOS COMERCIO DE EPIS,02,20190822,00,,,20190822,4642702,"4781400,7319002",AVENIDA,MARIA LUIZA AMERICANO,346,,ITAQUERA,08275001,SP,7107,11,48581350,,,,,CONTATO@CHRONOSEPI.COM.BR,,
47422176,0001,03,1,,02,20220804,00,,,20220804,8650003,,RUA,MATUSALEM MATOSO,26,,PENHA DE FRANCA,03634090,SP,7107,11,83697138,,,,,DEBORAFONTENELEPSI@GMAIL.COM,,
50244847,0001,90,1,J BATICCA,08,20081231,71,,,19781130,4781400,,RUA,AUGUSTA,2403,,CERQUEIRA CESAR,08210040,SP,7107,,,,,,,,,
